Date,Author,Text,Label
10/15/2021 1:10,Obet Bet,b'Pas Presiden ngomong baru pada gerak polisi nya.. emang harus diramein. https://t.co/NBZJoivY5j',negative
10/15/2021 1:09,U We U Ha,b'Wah dimana nih \xf0\x9f\x91\x80 https://t.co/YawEG68yoJ',netral
10/15/2021 1:09,october 🍀🍁🌞,"b'@sumadiwiria @pinjollaknat pimpinannya dong, karyawan mw bengis kek mn klu g dpt arahan dr atasan jg g akan semena2\xe2\x80\xa6 https://t.co/2eePaaHGL8'",negative
10/15/2021 1:04,Nanana~,"b'Sampe pada akhir video ada alamat kantornya, lah?! Kampung sebelah \xf0\x9f\x98\xa9 pantes kek kenal bangunannya https://t.co/L1tt6cLlvN'",netral
10/15/2021 1:03,adam tanoesoedeepweb,"b'@pinjollaknat wah kamis malam, 14 oktober fresh nihh baru lagi hahahaha'",netral
10/15/2021 0:59,joAg,"b'@pinjollaknat Sebenernya polisi sudah memetakann &amp; sudah punya data lengkap para pemain Pinjol ini.\nJd, Saat Ada pe\xe2\x80\xa6 https://t.co/I3ksnb6bvx'",netral
10/15/2021 0:59,BlackCebong,"b'@pinjollaknat Eddyaaaannnn..masa sdah stadium 5 bgini baru digarap, harus bnyak yg bunuh diri dulu kayaknya'",negative
10/15/2021 0:59,Kadrun Cabang Sunda,b'@pinjollaknat Tumpas sampai si pemodal nya\nSemoga DC taubat \n#PinjolLaknat',positive
10/15/2021 0:59,Aseli Djogja™,b'@pinjollaknat sudah kudugem..\xf0\x9f\x91\x8d\xf0\x9f\x98\x86',negative
10/15/2021 0:59,Expect nothing.,"b'@pinjollaknat @DivHumas_Polri @CCICPolri Yey enakk, dah ga usah bayarin utang lg dah digrebek wkwkwk'",positive
10/15/2021 0:57,HP Purwa,"b'Rakyat selalu jadi ""perahan"" para oportunis... https://t.co/evrO6pSvTJ'",negative
10/15/2021 0:56,Pinjollaknat,b'Penggrebekan kantor Pinjol di Sleman Yogyakarta.\n\nPolda DIY dan Polda Jabar bekerja sama dalam menggerebek kantor p\xe2\x80\xa6 https://t.co/vwgf2gUaY0',netral
10/15/2021 0:55,Eni,b'@pinjollaknat Hadeuuuhhhhhh....itu pada berkerudung kok ikut tumplekblek kerja di lembaga ribawi\xf0\x9f\xa4\xa6\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f',negative
10/15/2021 0:55,Damas Yudhistira,b'Adminnya bocah bocah kurus kering begini? \xf0\x9f\x98\x82 https://t.co/XU5KJeEyLQ',negative
10/15/2021 0:54,ztrip,"b'@pinjollaknat Boss nya ditangkap, dibuat miskin dan uang disita negara, kalau gebrek dan tangkap karyawannya pasti ada lagi'",negative
10/15/2021 0:46,idzaqi,"b'@pinjollaknat @DivHumas_Polri @CCICPolri Berarti selama ini jika ada keinginan sebenarnya mudah utk membasmi, tdk p\xe2\x80\xa6 https://t.co/6LebCw5N1D'",negative
10/15/2021 0:43,Rama abu Athar,b'@bektigalan @pinjollaknat Lah emang harusnya koruptor tuh hukuman mati.. cuma ya tau sendiri lah hukum di sini gmn..',negative
10/15/2021 0:42,Indra Agung Adhari,b'@pinjollaknat @agungpriawan Baru tau pegawai nya rata2 wanita berjilbab \xf0\x9f\x98\xb1',negative
10/15/2021 0:32,JUMINTEN,"b'@pinjollaknat @DivHumas_Polri @CCICPolri Tuntas kan, Jgn cuma Nangkep curut2nya doang cukongnya leha2,oknum2 Di\xe2\x80\xa6 https://t.co/bUOlLOF0yV'",negative
10/15/2021 0:32,andre prass,"b'@pinjollaknat Pertanyaannya : \nUdah tau ilegal , tapi kenapa bisa terus beroprasi.. artinya ilegal itu dilegalkan s\xe2\x80\xa6 https://t.co/NIxTsJir2t'",negative
10/15/2021 0:25,Mas Prie,b'@pinjollaknat Basmi pinjol sampai ke akar2nya.....mantab pk pol...',negative
10/15/2021 0:22,Andrian Saputra,"b'@pinjollaknat Setidaknya mereka patuh prokes, terpantau pakai masker semuanya.'",positive
10/15/2021 0:19,Maulana,"b'Jika UANG jadi ukuran peradaban, maka uang menjadi segalanya. https://t.co/1VfpXQC6DE'",netral
10/15/2021 0:16,Tarmizi Nagokana,"b'@pinjollaknat @DivHumas_Polri Apapun masalahnya, calon peminjam yg hrs cerdas, jgn asal pinjam. Kalau kompak nggak\xe2\x80\xa6 https://t.co/7jZ0UqkXUW'",positive
10/15/2021 0:12,HELPER,b'@pinjollaknat Ini mungkin Dananya gereja',netral
10/15/2021 0:11,B,"b'Pinjol tumbuh subur karena tingginya tingkat konsumtif sebagian masyarakat Indonesia. Parahnya, konsumtif bukan unt\xe2\x80\xa6 https://t.co/Bcv1c6XT4j'",positive
10/19/2021 8:47,miptahudin,b'RT @Partono_ADjem: Saya ambil sebagian dari isi DM saya beberapa minggu terkait pinjol. Identitas pst aman cc @pinjollaknat https://t.co/E9\xe2\x80\xa6',netral
10/19/2021 6:23,Rehat dulu gaes :),"b'RT @ronaldhonarto: Kalo kementerian terkait serius ngurusin registrasi sim card, ketimbang blokir-blokirin situs bokep, ga bakal kejebolan\xe2\x80\xa6'",negative
10/19/2021 4:50,Seto Arybowo,"b'@Adiprasetyaaa @pinjollaknat Transfer ke saya aja, wkwkkwkwk'",netral
10/19/2021 2:57,Tarakanalada,"b'@pinjollaknat @inilahdotcom Alat ini ketika tidur masih menghasilkan uang recehan\xf0\x9f\x98\x81\nKebayang dulu cuma pake hp siemens,yang d ikat karet'",netral
10/18/2021 13:31,aryo sembodo,"b'RT @ronaldhonarto: Kalo kementerian terkait serius ngurusin registrasi sim card, ketimbang blokir-blokirin situs bokep, ga bakal kejebolan\xe2\x80\xa6'",netral
10/18/2021 4:44,Mex tea gengsters 86,"b'@petromax76 @pinjollaknat @Partono_ADjem Basmi,, saja sampe akar-akarnya'",negative
10/17/2021 17:46,Info Komersil,b'RT @Ais20191: Hajar\xf0\x9f\x91\x8a\xf0\x9f\xa4\x9c\n\n@pinjollaknat https://t.co/5UKSNc6Nmk',negative
10/17/2021 12:17,my name is,b'RT @M1_nusaputra: Ada yang mau meneliti kondisi psikologis para collector pinjol ini? Saya rasa risetnya bakal temukan banyak hal yang mena\xe2\x80\xa6',netral
10/17/2021 12:09,RDp,b'RT @M1_nusaputra: Ada yang mau meneliti kondisi psikologis para collector pinjol ini? Saya rasa risetnya bakal temukan banyak hal yang mena\xe2\x80\xa6',netral
10/16/2021 6:09,Ayah Aceng,"b'kalo pinjol ilegal, pinjamlah terus gak usah di balikin. https://t.co/I3gaimE23t'",negative
10/16/2021 5:17,😷+,b'RT @pinjollaknat: Penggrebekan kantor Pinjol di Sleman Yogyakarta.\n\nPolda DIY dan Polda Jabar bekerja sama dalam menggerebek kantor pinjama\xe2\x80\xa6',netral
10/16/2021 5:12,Ota Bujang,"b'RT @mirazh_me: Lah anyink bener, pinjem 3 jutak jadi 60 jutak'",negative
10/16/2021 5:00,トラーナガ,b'RT @pinjollaknat: Penggrebekan kantor Pinjol di Sleman Yogyakarta.\n\nPolda DIY dan Polda Jabar bekerja sama dalam menggerebek kantor pinjama\xe2\x80\xa6',netral
10/16/2021 3:57,soen andrian,"b'RT @pinjollaknat: Penggrebekan kantor pinjol di Tangerang. \n\nDari dulu sudah seringkali kami informasikan, pinjol legal dan ilegal itu bisa\xe2\x80\xa6'",netral
10/16/2021 3:04,🌸,b'RT @aik_deathripper: Yg begini aja sigap~',positive
10/16/2021 1:40,#NAME?,b'RT @pinjollaknat: Penggrebekan kantor Pinjol di Sleman Yogyakarta.\n\nPolda DIY dan Polda Jabar bekerja sama dalam menggerebek kantor pinjama\xe2\x80\xa6',netral
10/16/2021 1:30,Anang Ardiantaka,b'WNA Bangsat! Rentenir 4.0 Bangsat! https://t.co/XsvYvFvZ5O',negative
10/16/2021 1:21,Mex tea gengsters 86,"b'@pinjollaknat Cuma China komunis,yg bisa seperti ini\nPenjajah yang nyata itu orang-orang China komunis,, kelihatann\xe2\x80\xa6 https://t.co/BmwOW7enkK'",negative
10/16/2021 0:54,𝕛𝕠𝕜𝕠𝕡𝕦𝕛𝕒𝕜𝕖𝕤𝕦𝕞𝕒 🇮🇩🇵🇸,b'@pinjollaknat Bangsat banget tuch gerombolan...',negative
10/15/2021 19:55,Arthur Pratama,b'sering terjadi di kota kota besar \xf0\x9f\xa4\xa7 https://t.co/tAyCuPDbWu',netral
10/15/2021 19:20,wanita bar-bar,b'RT @merapi_uncover: Penggrebekan kantor Pinjol di Sleman Yogyakarta.\n\nPolda DIY dan Polda Jabar bekerja sama dalam menggerebek kantor pinja\xe2\x80\xa6',netral
10/15/2021 14:47,ｔｈｅｐｏｅｔ４６,"b'RT @pradiptamaumau: @pinjollaknat Setuju ga mas, kalau OJK juga diaudit, kenapa mereka support banget sama Pinjol padahal banyak yg menjeri\xe2\x80\xa6'",netral
10/15/2021 14:19,Partono Ahmet Djemat,b'RT @Sadewa_39: @Partono_ADjem Karuan perangi PinjolLaknat Om \xf0\x9f\xa4\xa3',negative
10/15/2021 6:44,@aziehcraft,"b'RT @pinjollaknat: Penggrebekan kantor pinjol di Tangerang. \n\nDari dulu sudah seringkali kami informasikan, pinjol legal dan ilegal itu bisa\xe2\x80\xa6'",netral
10/15/2021 6:40,Ajo Ari Sikumbang,b'@pinjollaknat Pemilik modalnya di tangkap juga lebih bagus ini \xf0\x9f\x91\x8d\xf0\x9f\x8f\xbf\xf0\x9f\x91\x8d\xf0\x9f\x8f\xbf\n\nhttps://t.co/orP6nOgCEV',netral
10/15/2021 5:51,Peaky Blinders,b'waduh bang Eno ikutan ngegrebek https://t.co/dO2OU848G5',negative
10/15/2021 5:14,Eureka,b'@bagusslstno @pinjollaknat Kalo kroco2nya mah masih bisa dibilang banyak faktor juga buat jadi alasan kenapa tetep\xe2\x80\xa6 https://t.co/oe9fMSua8K',netral
10/15/2021 5:12,Aspirasi Putih,"b'@pinjollaknat @DivHumas_Polri @CCICPolri Sebrange iki, langgananku ngelaundry \xf0\x9f\x98\x85'",netral
10/18/2021 7:21,SEKNAS #RI,b'RT @baharkinopan: mantap bareskrim polri menghajar habis para @pinjollaknat . semoga habis dari muka bumi para pinjol ilegal yang menyengsa\xe2\x80\xa6',netral
10/18/2021 6:26,#αкαlωαяαs 🇮🇩,"b'RT @aksioma02: Sampai sebegitunya!\n\nOleh sebab IMEI sudah mereka miliki, sampai wilayah privacy seseorang pun bisa mereka kendalikan.\n\n#Pin\xe2\x80\xa6'",negative
10/18/2021 5:44,Dewww 🌺,"b'RT @pinjollaknat: Dan lagi, pukul 20.30 malam tadi, kepolisian kembali menggrebek kantor pinjaman online (pinjol) di kawasan Samirono, Catu\xe2\x80\xa6'",netral
10/18/2021 5:23,Curt love cobain,"b'RT @pinjollaknat: Debt Collector dari aplikasi pinjol adamodal yang katanya legal. Diminta untuk menunjukan surat tugas, id card/ ktp tapi\xe2\x80\xa6'",netral
10/18/2021 5:19,Heheotan,b'RT @M1_nusaputra: Ada yang mau meneliti kondisi psikologis para collector pinjol ini? Saya rasa risetnya bakal temukan banyak hal yang mena\xe2\x80\xa6',netral
10/18/2021 5:19,amidoluigi,"b'RT @Nanda_nnc: klo di pikir2, dari mana itu dana Pinjol bisa sebanyak itu dan secepat itu cair dananya? Tanpa memperhitungkan risiko gagal\xe2\x80\xa6'",negative
10/18/2021 4:14,ayo vaksin,b'RT @petromax76: Enam tersangka diantaranya... supervisor dan DC yg punya mulut sangat vital yg BS menceraikan serta membunuh dan menghilang\xe2\x80\xa6',negative
10/18/2021 0:36,thia.,"b'RT @raafian: ""change the plan but never the""\n\n... apa anjir? bahkan muralnya belum kelar'",negative
10/17/2021 18:18,Cahya Hati,b'RT @pinjollaknat: Penggrebekan kantor pinjol pada hari Rabu 13/10/2021 di Jakarta Barat. \xe2\x9b\x94 https://t.co/ub77h8xOFz',netral
10/17/2021 13:46,Baba Ojol....Abang video...Abang Galon. dll,"b'RT @pinjollaknat: Dan lagi, penggrebekan kantor pinjol di Kalbar. \n\nBravo @DivHumas_Polri @CCICPolri \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f https://t.co/EASdwswPaD'",netral
10/17/2021 13:26,Prajurit NKRI 🇮🇩,"b'RT @abonajibon: @disasteerrrr @Carieko1 @pinjollaknat Di Akulaku kasus yang sama udah pernah terjadi. Bukan ditipu, tapi murni dibobol. \n\nC\xe2\x80\xa6'",netral
10/17/2021 13:25,Prajurit NKRI 🇮🇩,b'RT @pinjollaknat: Apresiasi setinggi-tingginya untuk #LaporPakTRANS7 yang tanggap atas pengaduan pelaporan pinjol dan bertindak cepat melak\xe2\x80\xa6',negative
10/17/2021 13:24,Prajurit NKRI 🇮🇩,b'RT @pinjollaknat: Pinjol? Menolong atau membunuh?? \xe2\x9b\x94 https://t.co/J2yThMdAoK',netral
10/17/2021 13:23,Prajurit NKRI 🇮🇩,b'RT @pinjollaknat: Dan terjadi lagi ~ \n\nIbu muda akhiri hidupnya karena jeratan pinjol. \xe2\x9b\x94 https://t.co/SAOBQatoK3',negative
10/17/2021 13:07,Prajurit NKRI 🇮🇩,"b'RT @Partono_ADjem: Dapet email masuk, pasukan DC pinjol dari aplikasi legal KreditPintar mau menagih kerumah\xe2\x9d\x93\xf0\x9f\x98\xb1\nHelp help @pinjollaknat #Pol\xe2\x80\xa6'",negative
10/17/2021 12:56,A.brata🇮🇩,b'RT @EkaAl_Rasyid2: Tinggal nunggu giliran pak @DivHumas_Polri',netral
10/17/2021 12:27,DENSUS_٩٩99,b'RT @lagvifadil7: @Miftahazam27 @pinjollaknat @DivHumas_Polri @CCICPolri Kalau ini kebanyakan rentenir kedok koperasi gan.',negative
10/17/2021 12:26,DENSUS_٩٩99,"b'RT @myalfian88: @pinjollaknat @DivHumas_Polri @CCICPolri Menunggu si bos besar d ciduk\nKlo bisa, itu baru luar biasa'",negative
10/17/2021 12:26,DENSUS_٩٩99,"b'RT @mawisevendry: @pinjollaknat @DivHumas_Polri @CCICPolri Udah banyak berita penggrebekannya, tapi belom ada berita bos/pemodal besarnya d\xe2\x80\xa6'",netral
10/17/2021 12:26,DENSUS_٩٩99,b'RT @alfiansup: @pinjollaknat @DivHumas_Polri @CCICPolri penasaran gimana rupa si bossnya \xf0\x9f\xa4\xa8',netral
10/17/2021 12:25,DENSUS_٩٩99,"b'RT @Shda_Agatha: @pinjollaknat @DivHumas_Polri @CCICPolri Omzet bisa 3,25 M. Itu uang orang"" kesusahan yg kalian gencet sampai kering.\n\nLua\xe2\x80\xa6'",netral
10/17/2021 11:44,Pinjollaknat,b'RT @WidasSatyo: [MINI THREAD]\n\nPINJOL - Mengapa Masih Terus Digunakan Masyarakat?? \n\nMeski banyak berita gimana sadisnya debt collector pin\xe2\x80\xa6',netral
10/17/2021 11:28,inlander degenerate (semi-active),b'RT @pantixxx: friendly reminder untuk melihat kembali siapa siapa saja selebtwit pendukung bisnis modelan begini https://t.co/joxyROpHp1 ht\xe2\x80\xa6',netral
10/17/2021 11:09,Who am I,b'RT @merapi_uncover: Penggrebekan kantor Pinjol di Sleman Yogyakarta.\n\nPolda DIY dan Polda Jabar bekerja sama dalam menggerebek kantor pinja\xe2\x80\xa6',netral
10/17/2021 9:49,syahrialfad,"b'RT @pinjollaknat: Dan lagi, penggrebekan kantor pinjol di Kalbar. \n\nBravo @DivHumas_Polri @CCICPolri \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f https://t.co/EASdwswPaD'",netral
10/17/2021 9:36,@elkadis162,"b'RT @kiki_media: @WidasSatyo @pinjollaknat ilangin pinjol mah gampang, serentak aja masyarakat jadi kreditur trus gausah bayar, bubar pasti\xe2\x80\xa6'",negative
10/17/2021 7:48,Arfak Jaya,b'RT @petromax76: Diskusi publik dengan para pinjoler serta korbanya..tanya jawab serta dampak pinjol dari sisi hukum..\n@pinjollaknat \n@Parto\xe2\x80\xa6',netral
10/17/2021 7:37,Abraham.,b'RT @donyarcapada: @IndaFebrianeska @iswandi_maulana @pinjollaknat Ehh itu link phising....kalau klik itu data data kita semua akan kesedot.\xe2\x80\xa6',negative
10/17/2021 7:31,Partono Ahmet Djemat,b'RT @petromax76: Diskusi publik dengan para pinjoler serta korbanya..tanya jawab serta dampak pinjol dari sisi hukum..\n@pinjollaknat \n@Parto\xe2\x80\xa6',netral
10/17/2021 5:37,KOPI PAHIT,"b'RT @Juniorternama: @OnikGuevara @prima_or_id @pinjollaknat Pinjol tersistematis, memanfaatkan kebutuhan mendesak ekonomi kaum lemah, pemera\xe2\x80\xa6'",netral
10/17/2021 2:37,wanda,b'RT @ismailfahmi: Atasan pinjol nyuruh pegawainya beli data2 ini:\n\nNama\nNo HP\nData Bank\nRekening Bank\nFoto Selfie \nFoto KTP\n\nHarga Rp 500 sd\xe2\x80\xa6',negative
10/17/2021 2:26,ERTUGRUL GAZI🇮🇩🇵🇸🇹🇷🤲,"b'RT @pinjollaknat: Dan lagi, penggrebekan kantor pinjol di Kalbar. \n\nBravo @DivHumas_Polri @CCICPolri \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f https://t.co/EASdwswPaD'",netral
10/17/2021 1:26,NKRI 1,"b'RT @_nkrisatu: @Partono_ADjem @pinjollaknat belum paham arti ditipu aplikasi,tenor 90 hari jadi 7hari'",netral
10/17/2021 1:13,Binaris Situmorang,b'RT @binbin_ft: Putihkan Hutang Rakyat 10jt kebawah! \n\n#PinjolLaknat\n#NegaraHarusTanggungJawab\n\nhttps://t.co/2MdqWZM7Jc',netral
10/16/2021 23:16,Granny of Gymbill,"b'RT @raka_ardiant: @bagusfat @Partono_ADjem sdh d bahas sama akun @pinjollaknat \nbanyak banget kejadian spt itu, memang ngeri bngt...kl ad\xe2\x80\xa6'",netral
10/16/2021 22:07,IG AlifKamal13,"b'RT @Juniorternama: @OnikGuevara @prima_or_id @pinjollaknat Pinjol tersistematis, memanfaatkan kebutuhan mendesak ekonomi kaum lemah, pemera\xe2\x80\xa6'",netral
10/16/2021 19:08,#SahabatSedekahJum'at,b'RT @ismailfahmi: Atasan pinjol nyuruh pegawainya beli data2 ini:\n\nNama\nNo HP\nData Bank\nRekening Bank\nFoto Selfie \nFoto KTP\n\nHarga Rp 500 sd\xe2\x80\xa6',netral
10/16/2021 16:44,otdi,b'RT @M1_nusaputra: Ada yang mau meneliti kondisi psikologis para collector pinjol ini? Saya rasa risetnya bakal temukan banyak hal yang mena\xe2\x80\xa6',netral
10/16/2021 16:17,ask-me,"b'RT @pinjollaknat: Dan lagi, penggrebekan kantor pinjol di Kalbar. \n\nBravo @DivHumas_Polri @CCICPolri \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f https://t.co/EASdwswPaD'",netral
10/16/2021 16:04,"Ferian, S.P., M.P.",b'RT @TofaTofa_id: Mention ke @pinjollaknat aja.',netral
10/16/2021 15:49,💙Heri Neroblu,b'RT @nanangismantoro: @neroblu_1985 @pinjollaknat @DivHumas_Polri @CCICPolri Saya bantu mas munculkan ngab https://t.co/zgRU0MYLNY',netral
10/16/2021 15:36,dheamp,b'RT @pantixxx: friendly reminder untuk melihat kembali siapa siapa saja selebtwit pendukung bisnis modelan begini https://t.co/joxyROpHp1 ht\xe2\x80\xa6',netral
10/16/2021 15:11,NurAlamsyah(baru),"b'RT @BaruNuralamsyah: @pinjollaknat Mau warga negara manapun, SIKAT saja Pak @DivHumas_Polri , kami dukung penuh,..rentenir ol ini sangat ja\xe2\x80\xa6'",negative
10/16/2021 14:40,Gun Gun,b'RT @Ais20191: Hajar\xf0\x9f\x91\x8a\xf0\x9f\xa4\x9c\n\n@pinjollaknat https://t.co/5UKSNc6Nmk',netral
10/16/2021 14:26,liza ariani,"b'RT @raka_ardiant: @bagusfat @Partono_ADjem sdh d bahas sama akun @pinjollaknat \nbanyak banget kejadian spt itu, memang ngeri bngt...kl ad\xe2\x80\xa6'",netral
10/16/2021 13:47,Satu Nyali Wani!,"b'RT @Hiruma__B: @pinjollaknat @DivHumas_Polri @CCICPolri Maunya Gtu, masyarakat wajib tu lapor kalau tau posisi kantor pinjol laknat tu..bi\xe2\x80\xa6'",negative
10/16/2021 12:02,Cimicimi,b'RT @binbin_ft: Putihkan Hutang Rakyat 10jt kebawah! \n\n#PinjolLaknat\n#NegaraHarusTanggungJawab\n\nhttps://t.co/2MdqWZM7Jc',negative
10/16/2021 11:46,Sammy Frangky,"b'RT @pinjollaknat: Menurut penuturan warga, aktifitas seringkali terdengar ada yang berkelahi, ternyata sedang teriak-teriak menagih. \xf0\x9f\x98\x85 http\xe2\x80\xa6'",negative
10/16/2021 11:46,Sammy Frangky,"b'RT @pinjollaknat: Dan lagi, penggrebekan kantor pinjol di Kalbar. \n\nBravo @DivHumas_Polri @CCICPolri \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f https://t.co/EASdwswPaD'",netral
10/16/2021 11:40,mig to the wort,"b'RT @pinjollaknat: Menurut penuturan warga, aktifitas seringkali terdengar ada yang berkelahi, ternyata sedang teriak-teriak menagih. \xf0\x9f\x98\x85 http\xe2\x80\xa6'",netral
10/16/2021 11:36,Rinteez 🇵🇸🇲🇨,"b'RT @Shda_Agatha: @pinjollaknat @DivHumas_Polri @CCICPolri Omzet bisa 3,25 M. Itu uang orang"" kesusahan yg kalian gencet sampai kering.\n\nLua\xe2\x80\xa6'",netral
10/16/2021 11:27,Dicky 🚭,"b'RT @raafian: ""change the plan but never the""\n\n... apa anjir? bahkan muralnya belum kelar'",negative
10/16/2021 11:16,mastris,"b'@pinjollaknat @ZoneVenomWar Pinjol Bedebah,'",negative
10/16/2021 11:13,Rizky Mahardika,b'RT @M1_nusaputra: Ada yang mau meneliti kondisi psikologis para collector pinjol ini? Saya rasa risetnya bakal temukan banyak hal yang mena\xe2\x80\xa6',netral
10/16/2021 10:12,Tri Nugroho,"b'RT @kurangbayar: @pinjollaknat pinjol tuh pusatnya di barat, ga jauh"" dari area green lake, palm &amp; puri ... razia aja ruko"" sepanjang oute\xe2\x80\xa6'",netral
10/16/2021 10:08,Tri Nugroho,b'RT @petromax76: Stop perizinan kalau peraturan dan perundangan nya tidak ada revisi sama sj omong kosong pak..yg mana legal rasa ilegal jg\xe2\x80\xa6',negative
10/16/2021 10:02,januuuuuu🇮🇩,b'@pinjollaknat Parah Pinjol',negative
10/16/2021 9:56,G,"b'@pinjollaknat @kamar_manaf Lintah darat bangsat, produk cina komunis'",negative
10/16/2021 9:47,Moko Yu,b'RT @pinjollaknat: Penggrebekan kantor Pinjol di Sleman Yogyakarta.\n\nPolda DIY dan Polda Jabar bekerja sama dalam menggerebek kantor pinjama\xe2\x80\xa6',netral
10/16/2021 9:26,Eliya_mkom,b'RT @hsuf: Mantab @CCICPolri \xf0\x9f\x8e\x89\xf0\x9f\x8e\x89\xf0\x9f\x8e\x89\xf0\x9f\x8e\x89 cc @penguasahati',netral
10/16/2021 6:41,IG AlifKamal13,b'RT @binbin_ft: Putihkan Hutang Rakyat 10jt kebawah! \n\n#PinjolLaknat\n#NegaraHarusTanggungJawab\n\nhttps://t.co/2MdqWZM7Jc',netral
10/16/2021 6:29,papanya pram,"b'RT @Ranger77298888: @pinjollaknat Cuma China komunis,yg bisa seperti ini\nPenjajah yang nyata itu orang-orang China komunis,, kelihatannya m\xe2\x80\xa6'",netral
10/16/2021 6:24,Mesak Habary,b'RT @binbin_ft: Putihkan Hutang Rakyat 10jt kebawah! \n\n#PinjolLaknat\n#NegaraHarusTanggungJawab\n\nhttps://t.co/2MdqWZM7Jc',netral
10/16/2021 5:43,Ninonino,b'RT @Mdy_Asmara1701: Benar-benar meresahkan! \xf0\x9f\x98\xa5\n\nHarus ditindak tegas ini!\n\nUdah diteror data peminjam disebar pula! Pinjol laknat!',negative
10/16/2021 5:39,Fahmi Roseno P,b'RT @ismailfahmi: Dapat daftar 110 Fintech/Pinjol Ilegal dari @pinjollaknat \n\nMETRO JAYA\nINFO PENGADUAN\nCALL CENTER :\nADVOKAT: 087866244764\xe2\x80\xa6',netral
10/16/2021 5:38,MencariKebenaranHaqiqi,b'RT @asboediono_id: Pinjol itu sebagian cara Pencucian Uang Haram #MoneyLaundering #hening @asboedionoid',negative
10/16/2021 5:25,🇮🇩🇵🇸Sobakhul khoir,b'RT @Ais20191: Hajar Pinjol\xf0\x9f\x91\x8a\xf0\x9f\xa4\x9c\n\n@pinjollaknat https://t.co/5UKSNc6Nmk',negative
10/16/2021 5:04,brooke,b'@pinjollaknat pinjol lintah darat bangsat',negative
10/16/2021 4:54,Taksi Panca Gulung tikar,b'RT @Ais20191: Hajar\xf0\x9f\x91\x8a\xf0\x9f\xa4\x9c\n\n@pinjollaknat https://t.co/5UKSNc6Nmk',negative
10/16/2021 4:36,ridho galih,b'RT @merapi_uncover: Penggrebekan kantor Pinjol di Sleman Yogyakarta.\n\nPolda DIY dan Polda Jabar bekerja sama dalam menggerebek kantor pinja\xe2\x80\xa6',netral
10/16/2021 1:09,GotoTheJek,b'RT @pinjollaknat: Penggrebekan kantor Pinjol di Sleman Yogyakarta.\n\nPolda DIY dan Polda Jabar bekerja sama dalam menggerebek kantor pinjama\xe2\x80\xa6',netral
10/16/2021 1:04,Taksi Panca Gulung tikar,"b'RT @EdiMahaMG: Naudzubillah, itu bisa jadi kamu 4-5 bulan lagi saat kamu putuskan hari ini kirim data diri ke Pinjol..pikirkan 1000x lagi'",negative
10/16/2021 1:02,:ngakaks:,"b'RT @mirazh_me: Lah anyink bener, pinjem 3 jutak jadi 60 jutak'",negative
10/16/2021 0:58,Taksi Panca Gulung tikar,b'RT @petromax76: Perlindungan data pribadi kerap sampai pada pemanfaatan yg hanya untk memperoleh keuntungan..\nKapan UU PDP ini sesegera unt\xe2\x80\xa6',netral
10/16/2021 0:57,Pengelana,b'RT @Suprayi59526529: Statuta-nya tinggal dirubah\nAgar Pencurian data tidak dianggap kriminal.',negative
10/16/2021 0:51,Taksi Panca Gulung tikar,b'RT @pinjollaknat: Fakta cara bekerja DC pinjol mengacak-ngacak data orang lain. \n\n#IndonesiaDaruratPinjol https://t.co/pTLF9pk8ee',negative
10/16/2021 0:50,Kresna Yoga Prasetyo,b'RT @migwort: @pinjollaknat Bunganya banyag amat',negative
10/16/2021 0:35,Ndryyy🐨,b'RT @merapi_uncover: Penggrebekan kantor Pinjol di Sleman Yogyakarta.\n\nPolda DIY dan Polda Jabar bekerja sama dalam menggerebek kantor pinja\xe2\x80\xa6',netral
10/15/2021 22:41,tirza m imran,b'RT @ismailfahmi: Atasan pinjol nyuruh pegawainya beli data2 ini:\n\nNama\nNo HP\nData Bank\nRekening Bank\nFoto Selfie \nFoto KTP\n\nHarga Rp 500 sd\xe2\x80\xa6',netral
10/15/2021 22:15,#Justice4IBHRS,b'RT @YVarino: @pinjollaknat Seluruh pinjol baik legal apalagi ilegal.\nHarus diberangus kan.\nBanyak mudharatnya',negative
10/15/2021 22:15,#Justice4IBHRS,b'RT @ismailfahmi: Atasan pinjol nyuruh pegawainya beli data2 ini:\n\nNama\nNo HP\nData Bank\nRekening Bank\nFoto Selfie \nFoto KTP\n\nHarga Rp 500 sd\xe2\x80\xa6',netral
10/15/2021 18:30,#FrontPersaudaraanIslam 🔥🔥✊✊✊✊,b'RT @Partono_ADjem: Jualbeli data ini ada kerjasama juga beberapa sama analis kredit pinjol shg semua bisa cair gitu aja dan org lain dpt pe\xe2\x80\xa6',netral
10/15/2021 18:16,@elkadis162,"b'RT @mr_yntkts: Wah ciri2nya sudah persis TO an sebrang, kerja jam 8 pagi pulang jam 7 malam/ jam 8 malam. Pantes ada yg kepanasan Cc @pinjo\xe2\x80\xa6'",netral
10/15/2021 18:11,Nico Rizardo,b'RT @merapi_uncover: Penggrebekan kantor Pinjol di Sleman Yogyakarta.\n\nPolda DIY dan Polda Jabar bekerja sama dalam menggerebek kantor pinja\xe2\x80\xa6',netral
